,O*NET-SOC Code,Title,Element Name,ability_score
2013,17-2071.00,Electrical Engineers,Time Sharing,0.8450012669957117
2015,17-2071.00,Electrical Engineers,Written Comprehension,1.2834306483266773
2016,17-2072.00,"Electronics Engineers, Except Computer",Deductive Reasoning,1.0502150011796716
2020,17-2072.00,"Electronics Engineers, Except Computer",Mathematical Reasoning,2.027366475955629
2021,17-2072.00,"Electronics Engineers, Except Computer",Memorization,0.9877438845635367
2022,17-2072.00,"Electronics Engineers, Except Computer",Perceptual Speed,0.4352578077844902
2023,17-2072.00,"Electronics Engineers, Except Computer",Problem Sensitivity,0.7562940823295278
2024,17-2072.00,"Electronics Engineers, Except Computer",Selective Attention,-0.3134582209986992
2026,17-2072.00,"Electronics Engineers, Except Computer",Speed of Closure,1.2199644675646208
2027,17-2072.00,"Electronics Engineers, Except Computer",Time Sharing,0.07523680990531637
2029,17-2072.00,"Electronics Engineers, Except Computer",Written Comprehension,0.8524995855853075
2030,17-2072.01,Radio Frequency Identification Device Specialists,Deductive Reasoning,1.0502150011796716
2034,17-2072.01,Radio Frequency Identification Device Specialists,Mathematical Reasoning,0.46804765937354564
2035,17-2072.01,Radio Frequency Identification Device Specialists,Memorization,-0.702176007587704
2036,17-2072.01,Radio Frequency Identification Device Specialists,Perceptual Speed,-0.888201540583032
2037,17-2072.01,Radio Frequency Identification Device Specialists,Problem Sensitivity,0.2284172041320641
2038,17-2072.01,Radio Frequency Identification Device Specialists,Selective Attention,-0.5243633522750724
2040,17-2072.01,Radio Frequency Identification Device Specialists,Speed of Closure,-0.8134043301477238
2041,17-2072.01,Radio Frequency Identification Device Specialists,Time Sharing,-1.0663400410001946
2043,17-2072.01,Radio Frequency Identification Device Specialists,Written Comprehension,0.43207903656933705
2044,17-2081.00,Environmental Engineers,Deductive Reasoning,0.9186200440250697
2048,17-2081.00,Environmental Engineers,Mathematical Reasoning,1.2206425959084288
2049,17-2081.00,Environmental Engineers,Memorization,1.5205303989036059
2050,17-2081.00,Environmental Engineers,Perceptual Speed,0.4352578077844902
2051,17-2081.00,Environmental Engineers,Problem Sensitivity,1.0259749371056697
2052,17-2081.00,Environmental Engineers,Selective Attention,-0.0937653759191448
2054,17-2081.00,Environmental Engineers,Speed of Closure,1.0574971453042241
2055,17-2081.00,Environmental Engineers,Time Sharing,0.07523680990531637
2057,17-2081.00,Environmental Engineers,Written Comprehension,1.1636107918571257
2058,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Deductive Reasoning,0.5440805505850483
2062,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Mathematical Reasoning,-0.04362041093984961
2063,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Memorization,0.015901816739521613
2064,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Perceptual Speed,0.760698631153553
2065,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Problem Sensitivity,0.3746361218438915
2066,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Selective Attention,1.3857438841110556
2068,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Speed of Closure,0.8814908795221273
2069,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Time Sharing,0.25420135185249865
2071,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Written Comprehension,0.529952940380255
2072,17-2111.02,Fire-Prevention and Protection Engineers,Deductive Reasoning,1.5650549643245228
2076,17-2111.02,Fire-Prevention and Protection Engineers,Mathematical Reasoning,0.8484216835472178
2077,17-2111.02,Fire-Prevention and Protection Engineers,Memorization,0.31189432470622735
2078,17-2111.02,Fire-Prevention and Protection Engineers,Perceptual Speed,0.5914694030016401
2079,17-2111.02,Fire-Prevention and Protection Engineers,Problem Sensitivity,1.6067033077415176
2080,17-2111.02,Fire-Prevention and Protection Engineers,Selective Attention,-0.5243633522750724
2082,17-2111.02,Fire-Prevention and Protection Engineers,Speed of Closure,1.5584380556071142
2083,17-2111.02,Fire-Prevention and Protection Engineers,Time Sharing,-0.7789121402971441
2085,17-2111.02,Fire-Prevention and Protection Engineers,Written Comprehension,0.633880900097003
2086,17-2112.00,Industrial Engineers,Deductive Reasoning,0.9186200440250697
2090,17-2112.00,Industrial Engineers,Mathematical Reasoning,0.9346565200251731
2091,17-2112.00,Industrial Engineers,Memorization,-0.5662167822616644
2092,17-2112.00,Industrial Engineers,Perceptual Speed,-0.18850377033954677
2093,17-2112.00,Industrial Engineers,Problem Sensitivity,0.632513122172024
2094,17-2112.00,Industrial Engineers,Selective Attention,0.6019286334994455
2096,17-2112.00,Industrial Engineers,Speed of Closure,-0.8134043301477238
2097,17-2112.00,Industrial Engineers,Time Sharing,0.44807960562861276
2099,17-2112.00,Industrial Engineers,Written Comprehension,0.8524995855853075
2100,17-2112.01,Human Factors Engineers and Ergonomists,Deductive Reasoning,1.556349451774295
2104,17-2112.01,Human Factors Engineers and Ergonomists,Mathematical Reasoning,1.5762919466863234
2105,17-2112.01,Human Factors Engineers and Ergonomists,Memorization,1.1505397639452246
2106,17-2112.01,Human Factors Engineers and Ergonomists,Perceptual Speed,0.4352578077844902
2107,17-2112.01,Human Factors Engineers and Ergonomists,Problem Sensitivity,0.7562940823295278
2108,17-2112.01,Human Factors Engineers and Ergonomists,Selective Attention,-0.5243633522750724
2110,17-2112.01,Human Factors Engineers and Ergonomists,Speed of Closure,1.2199644675646208
2111,17-2112.01,Human Factors Engineers and Ergonomists,Time Sharing,-1.0663400410001946
2113,17-2112.01,Human Factors Engineers and Ergonomists,Written Comprehension,1.2729201346012777
2114,17-2112.02,Validation Engineers,Deductive Reasoning,1.314822091950541
2118,17-2112.02,Validation Engineers,Mathematical Reasoning,1.3423121106482345
2119,17-2112.02,Validation Engineers,Memorization,-0.702176007587704
2120,17-2112.02,Validation Engineers,Perceptual Speed,0.2790462125673403
2121,17-2112.02,Validation Engineers,Problem Sensitivity,0.887731596723578
2122,17-2112.02,Validation Engineers,Selective Attention,-0.0937653759191448
2124,17-2112.02,Validation Engineers,Speed of Closure,-0.4250171703218978
2125,17-2112.02,Validation Engineers,Time Sharing,0.6419578594047268
2127,17-2112.02,Validation Engineers,Written Comprehension,0.9629861058667046
2128,17-2112.03,Manufacturing Engineers,Deductive Reasoning,1.687944408928897
2132,17-2112.03,Manufacturing Engineers,Mathematical Reasoning,2.479647086853995
2133,17-2112.03,Manufacturing Engineers,Memorization,1.3133356433269123
2134,17-2112.03,Manufacturing Engineers,Perceptual Speed,1.6068447719131167
2135,17-2112.03,Manufacturing Engineers,Problem Sensitivity,1.1642182774877612
2136,17-2112.03,Manufacturing Engineers,Selective Attention,1.5539309621775164
2138,17-2112.03,Manufacturing Engineers,Speed of Closure,2.0593789659100046
2139,17-2112.03,Manufacturing Engineers,Time Sharing,-0.2637111862067713
2141,17-2112.03,Manufacturing Engineers,Written Comprehension,1.1498209978494018
2142,17-2121.00,Marine Engineers and Naval Architects,Deductive Reasoning,2.39463463557164
2146,17-2121.00,Marine Engineers and Naval Architects,Mathematical Reasoning,2.027366475955629
2147,17-2121.00,Marine Engineers and Naval Architects,Memorization,0.8113816819000417
2148,17-2121.00,Marine Engineers and Naval Architects,Perceptual Speed,0.10981698441542742
2149,17-2121.00,Marine Engineers and Naval Architects,Problem Sensitivity,1.4194367520393152
2150,17-2121.00,Marine Engineers and Naval Architects,Selective Attention,0.6019286334994455
2152,17-2121.00,Marine Engineers and Naval Architects,Speed of Closure,1.5513978049758308
2153,17-2121.00,Marine Engineers and Naval Architects,Time Sharing,0.44807960562861276
2155,17-2121.00,Marine Engineers and Naval Architects,Written Comprehension,0.9534005173491404
2156,17-2131.00,Materials Engineers,Deductive Reasoning,1.556349451774295
2160,17-2131.00,Materials Engineers,Mathematical Reasoning,2.479647086853995
2161,17-2131.00,Materials Engineers,Memorization,-0.5662167822616644
2162,17-2131.00,Materials Engineers,Perceptual Speed,0.9299278593054658
2163,17-2131.00,Materials Engineers,Problem Sensitivity,0.8903901225001563
2164,17-2131.00,Materials Engineers,Selective Attention,0.12592746916040956
2166,17-2131.00,Materials Engineers,Speed of Closure,0.40988434684958647
2167,17-2131.00,Materials Engineers,Time Sharing,-1.0663400410001946
2169,17-2131.00,Materials Engineers,Written Comprehension,1.2729201346012777
2170,17-2141.00,Mechanical Engineers,Deductive Reasoning,1.556349451774295
2174,17-2141.00,Mechanical Engineers,Mathematical Reasoning,2.512211290838678
2175,17-2141.00,Mechanical Engineers,Memorization,1.5205303989036059
2176,17-2141.00,Mechanical Engineers,Perceptual Speed,0.760698631153553
2177,17-2141.00,Mechanical Engineers,Problem Sensitivity,0.887731596723578
2178,17-2141.00,Mechanical Engineers,Selective Attention,0.36392805132992756
2180,17-2141.00,Mechanical Engineers,Speed of Closure,0.9015285159342428
2181,17-2141.00,Mechanical Engineers,Time Sharing,0.25420135185249865
2183,17-2141.00,Mechanical Engineers,Written Comprehension,1.1636107918571257
2184,17-2141.01,Fuel Cell Engineers,Deductive Reasoning,0.9186200440250697
2188,17-2141.01,Fuel Cell Engineers,Mathematical Reasoning,2.1565619400607834
2189,17-2141.01,Fuel Cell Engineers,Memorization,1.1724432095347606
2190,17-2141.01,Fuel Cell Engineers,Perceptual Speed,1.2423510497397656
2191,17-2141.01,Fuel Cell Engineers,Problem Sensitivity,1.0259749371056697
2192,17-2141.01,Fuel Cell Engineers,Selective Attention,1.1175965615333996
2194,17-2141.01,Fuel Cell Engineers,Speed of Closure,1.2199644675646208
2195,17-2141.01,Fuel Cell Engineers,Time Sharing,0.44807960562861276
2197,17-2141.01,Fuel Cell Engineers,Written Comprehension,1.2729201346012777
2198,17-2141.02,Automotive Engineers,Deductive Reasoning,1.687944408928897
2202,17-2141.02,Automotive Engineers,Mathematical Reasoning,2.746191126876766
2203,17-2141.02,Automotive Engineers,Memorization,0.46699439888078076
2204,17-2141.02,Automotive Engineers,Perceptual Speed,0.12908308115887573
2205,17-2141.02,Automotive Engineers,Problem Sensitivity,1.0259749371056697
2206,17-2141.02,Automotive Engineers,Selective Attention,-0.0937653759191448
2208,17-2141.02,Automotive Engineers,Speed of Closure,0.8814908795221273
2209,17-2141.02,Automotive Engineers,Time Sharing,-0.4562336479984368
2211,17-2141.02,Automotive Engineers,Written Comprehension,1.1636107918571257
2212,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Deductive Reasoning,1.687944408928897
2216,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Mathematical Reasoning,2.399900969540395
2217,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Memorization,0.8113816819000417
2218,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Perceptual Speed,0.9299278593054658
2219,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Problem Sensitivity,1.291827514763538
2220,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Selective Attention,1.633264489567355
2222,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Speed of Closure,1.7344443213892111
2223,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Time Sharing,-0.42640622434057374
2225,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Written Comprehension,1.2729201346012777
2226,17-2161.00,Nuclear Engineers,Deductive Reasoning,1.1818099583342736
2230,17-2161.00,Nuclear Engineers,Mathematical Reasoning,2.2758192915424647
2231,17-2161.00,Nuclear Engineers,Memorization,0.6350194792365467
2232,17-2161.00,Nuclear Engineers,Perceptual Speed,1.4658204151198557
2233,17-2161.00,Nuclear Engineers,Problem Sensitivity,2.3406159336238295
2234,17-2161.00,Nuclear Engineers,Selective Attention,0.35440802804314736
2236,17-2161.00,Nuclear Engineers,Speed of Closure,1.0574971453042241
2237,17-2161.00,Nuclear Engineers,Time Sharing,0.6419578594047268
2239,17-2161.00,Nuclear Engineers,Written Comprehension,1.3738210663651107
2240,17-2171.00,Petroleum Engineers,Deductive Reasoning,0.79714777588236
2244,17-2171.00,Petroleum Engineers,Mathematical Reasoning,1.3423121106482345
2245,17-2171.00,Petroleum Engineers,Memorization,-0.3343559843544122
2246,17-2171.00,Petroleum Engineers,Perceptual Speed,0.4352578077844902
2247,17-2171.00,Petroleum Engineers,Problem Sensitivity,0.760122359447801
2248,17-2171.00,Petroleum Engineers,Selective Attention,0.12592746916040956
2250,17-2171.00,Petroleum Engineers,Speed of Closure,0.8814908795221273
2251,17-2171.00,Petroleum Engineers,Time Sharing,0.8450012669957117
2253,17-2171.00,Petroleum Engineers,Written Comprehension,1.0543014491129734
2254,17-2199.03,"Energy Engineers, Except Wind and Solar",Deductive Reasoning,0.9186200440250697
2258,17-2199.03,"Energy Engineers, Except Wind and Solar",Mathematical Reasoning,2.0442516187625004
2259,17-2199.03,"Energy Engineers, Except Wind and Solar",Memorization,0.16389807072287446
2260,17-2199.03,"Energy Engineers, Except Wind and Solar",Perceptual Speed,0.2790462125673403
2261,17-2199.03,"Energy Engineers, Except Wind and Solar",Problem Sensitivity,1.019169111117628
2262,17-2199.03,"Energy Engineers, Except Wind and Solar",Selective Attention,0.6019286334994455
2264,17-2199.03,"Energy Engineers, Except Wind and Solar",Speed of Closure,0.2609559681108893
2265,17-2199.03,"Energy Engineers, Except Wind and Solar",Time Sharing,0.44807960562861276
2267,17-2199.03,"Energy Engineers, Except Wind and Solar",Written Comprehension,1.0543014491129734
2268,17-2199.05,Mechatronics Engineers,Deductive Reasoning,1.424754494619693
2272,17-2199.05,Mechatronics Engineers,Mathematical Reasoning,1.3109539882926147
2273,17-2199.05,Mechatronics Engineers,Memorization,1.1724432095347606
2274,17-2199.05,Mechatronics Engineers,Perceptual Speed,-0.03337697786696023
2275,17-2199.05,Mechatronics Engineers,Problem Sensitivity,0.7562940823295278
2276,17-2199.05,Mechatronics Engineers,Selective Attention,0.35440802804314736
2278,17-2199.05,Mechatronics Engineers,Speed of Closure,0.9015285159342428
2279,17-2199.05,Mechatronics Engineers,Time Sharing,0.6419578594047268
2281,17-2199.05,Mechatronics Engineers,Written Comprehension,1.0543014491129734
2282,17-2199.06,Microsystems Engineers,Deductive Reasoning,1.1666259248164352
2286,17-2199.06,Microsystems Engineers,Mathematical Reasoning,1.3579911718260445
2287,17-2199.06,Microsystems Engineers,Memorization,1.6981259036836285
2288,17-2199.06,Microsystems Engineers,Perceptual Speed,1.2965911869679427
2289,17-2199.06,Microsystems Engineers,Problem Sensitivity,0.7435065733441844
2290,17-2199.06,Microsystems Engineers,Selective Attention,1.633264489567355
2292,17-2199.06,Microsystems Engineers,Speed of Closure,1.0574971453042241
2293,17-2199.06,Microsystems Engineers,Time Sharing,1.6343975920209195
2295,17-2199.06,Microsystems Engineers,Written Comprehension,1.1708420253002005
2296,17-2199.07,Photonics Engineers,Deductive Reasoning,1.9308889452143163
2300,17-2199.07,Photonics Engineers,Mathematical Reasoning,2.867860641616572
2301,17-2199.07,Photonics Engineers,Memorization,0.8113816819000417
2302,17-2199.07,Photonics Engineers,Perceptual Speed,0.5914694030016401
2303,17-2199.07,Photonics Engineers,Problem Sensitivity,0.6139034417359737
2304,17-2199.07,Photonics Engineers,Selective Attention,-0.3134582209986992
2306,17-2199.07,Photonics Engineers,Speed of Closure,1.0574971453042241
2307,17-2199.07,Photonics Engineers,Time Sharing,-0.9077123788197378
2309,17-2199.07,Photonics Engineers,Written Comprehension,1.3738210663651107
2310,17-2199.08,Robotics Engineers,Deductive Reasoning,1.556349451774295
2314,17-2199.08,Robotics Engineers,Mathematical Reasoning,2.746191126876766
2315,17-2199.08,Robotics Engineers,Memorization,1.5205303989036059
2316,17-2199.08,Robotics Engineers,Perceptual Speed,2.0299178422928974
2317,17-2199.08,Robotics Engineers,Problem Sensitivity,1.435387906698787
2318,17-2199.08,Robotics Engineers,Selective Attention,0.35440802804314736
2320,17-2199.08,Robotics Engineers,Speed of Closure,1.5513978049758301
2321,17-2199.08,Robotics Engineers,Time Sharing,1.0324259509258522
2323,17-2199.08,Robotics Engineers,Written Comprehension,1.3738210663651107
2324,17-2199.09,Nanosystems Engineers,Deductive Reasoning,1.8094166770716067
2328,17-2199.09,Nanosystems Engineers,Mathematical Reasoning,2.479647086853995
2329,17-2199.09,Nanosystems Engineers,Memorization,1.342934894123583
2330,17-2199.09,Nanosystems Engineers,Perceptual Speed,0.2790462125673403
2331,17-2199.09,Nanosystems Engineers,Problem Sensitivity,0.8731097049523954
2332,17-2199.09,Nanosystems Engineers,Selective Attention,0.8597625975164226
2334,17-2199.09,Nanosystems Engineers,Speed of Closure,0.8814908795221273
2335,17-2199.09,Nanosystems Engineers,Time Sharing,-1.0663400410001946
2337,17-2199.09,Nanosystems Engineers,Written Comprehension,1.6933406836172482
2338,17-2199.10,Wind Energy Engineers,Deductive Reasoning,1.0487978247180065
2342,17-2199.10,Wind Energy Engineers,Mathematical Reasoning,2.262552393622779
2343,17-2199.10,Wind Energy Engineers,Memorization,0.31189432470622735
2344,17-2199.10,Wind Energy Engineers,Perceptual Speed,-0.03337697786696023
2345,17-2199.10,Wind Energy Engineers,Problem Sensitivity,-0.12383746126461194
2346,17-2199.10,Wind Energy Engineers,Selective Attention,-1.3970321535633028
2348,17-2199.10,Wind Energy Engineers,Speed of Closure,-0.021105355257855313
2349,17-2199.10,Wind Energy Engineers,Time Sharing,-1.6411958424062956
2351,17-2199.10,Wind Energy Engineers,Written Comprehension,0.6223193349990639
2352,17-2199.11,Solar Energy Systems Engineers,Deductive Reasoning,1.0502150011796716
2356,17-2199.11,Solar Energy Systems Engineers,Mathematical Reasoning,1.688602267984606
2357,17-2199.11,Solar Energy Systems Engineers,Memorization,0.47222359985485884
2358,17-2199.11,Solar Energy Systems Engineers,Perceptual Speed,0.2790462125673403
2359,17-2199.11,Solar Energy Systems Engineers,Problem Sensitivity,1.0259749371056697
2360,17-2199.11,Solar Energy Systems Engineers,Selective Attention,-0.0937653759191448
2362,17-2199.11,Solar Energy Systems Engineers,Speed of Closure,0.40988434684958647
2363,17-2199.11,Solar Energy Systems Engineers,Time Sharing,0.6419578594047268
2365,17-2199.11,Solar Energy Systems Engineers,Written Comprehension,1.2729201346012777
2366,17-3011.00,Architectural and Civil Drafters,Deductive Reasoning,-0.04556608435768789
2370,17-3011.00,Architectural and Civil Drafters,Mathematical Reasoning,0.950335581202983
2371,17-3011.00,Architectural and Civil Drafters,Memorization,0.31189432470622735
2372,17-3011.00,Architectural and Civil Drafters,Perceptual Speed,-0.7642736750440927
2373,17-3011.00,Architectural and Civil Drafters,Problem Sensitivity,-0.6899439401292767
2374,17-3011.00,Architectural and Civil Drafters,Selective Attention,0.6019286334994455
2376,17-3011.00,Architectural and Civil Drafters,Speed of Closure,1.0304192582608245
2377,17-3011.00,Architectural and Civil Drafters,Time Sharing,-0.5812919006439531
2379,17-3011.00,Architectural and Civil Drafters,Written Comprehension,0.02322005265130617
2380,17-3012.00,Electrical and Electronics Drafters,Deductive Reasoning,-0.16767102056364075
2384,17-3012.00,Electrical and Electronics Drafters,Mathematical Reasoning,0.3846832971727588
2385,17-3012.00,Electrical and Electronics Drafters,Memorization,0.46699439888078076
2386,17-3012.00,Electrical and Electronics Drafters,Perceptual Speed,0.12908308115887573
2387,17-3012.00,Electrical and Electronics Drafters,Problem Sensitivity,-0.45631269488354237
2388,17-3012.00,Electrical and Electronics Drafters,Selective Attention,-0.5243633522750724
2390,17-3012.00,Electrical and Electronics Drafters,Speed of Closure,0.9015285159342428
2391,17-3012.00,Electrical and Electronics Drafters,Time Sharing,-0.5812919006439531
2393,17-3012.00,Electrical and Electronics Drafters,Written Comprehension,0.5329799683331701
2394,17-3013.00,Mechanical Drafters,Deductive Reasoning,-0.3936853594766695
2398,17-3013.00,Mechanical Drafters,Mathematical Reasoning,1.3567850901969825
2399,17-3013.00,Mechanical Drafters,Memorization,-0.9769063870654677
2400,17-3013.00,Mechanical Drafters,Perceptual Speed,0.2790462125673403
2401,17-3013.00,Mechanical Drafters,Problem Sensitivity,-0.5904087350541709
2402,17-3013.00,Mechanical Drafters,Selective Attention,0.8597625975164226
2404,17-3013.00,Mechanical Drafters,Speed of Closure,0.2609559681108893
2405,17-3013.00,Mechanical Drafters,Time Sharing,-1.0663400410001946
2407,17-3013.00,Mechanical Drafters,Written Comprehension,-0.37092421205116605
2408,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Deductive Reasoning,0.6756755077396502
2412,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Mathematical Reasoning,0.5583590517577315
2413,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Memorization,0.9877438845635367
2414,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Perceptual Speed,1.2965911869679427
2415,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Problem Sensitivity,0.7562940823295278
2416,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Selective Attention,0.6019286334994455
2418,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Speed of Closure,0.40988434684958647
2419,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Time Sharing,0.6419578594047268
2421,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Written Comprehension,0.5329799683331701
2422,17-3022.00,Civil Engineering Technologists and Technicians,Deductive Reasoning,0.6756755077396502
2426,17-3022.00,Civil Engineering Technologists and Technicians,Mathematical Reasoning,1.8102717827244117
2427,17-3022.00,Civil Engineering Technologists and Technicians,Memorization,-0.14442745840910992
2428,17-3022.00,Civil Engineering Technologists and Technicians,Perceptual Speed,0.12908308115887573
2429,17-3022.00,Civil Engineering Technologists and Technicians,Problem Sensitivity,0.3746361218438915
2430,17-3022.00,Civil Engineering Technologists and Technicians,Selective Attention,-0.0937653759191448
2432,17-3022.00,Civil Engineering Technologists and Technicians,Speed of Closure,1.0574971453042241
2433,17-3022.00,Civil Engineering Technologists and Technicians,Time Sharing,0.06948825189125575
2435,17-3022.00,Civil Engineering Technologists and Technicians,Written Comprehension,0.43207903656933705
2436,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Deductive Reasoning,0.4302002992012578
2440,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Mathematical Reasoning,0.21100754258778562
2441,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Memorization,0.31189432470622735
2442,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Perceptual Speed,0.9299278593054658
2443,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Problem Sensitivity,-0.36576330693327186
2444,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Selective Attention,-0.35007369517862524
2446,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Speed of Closure,0.40988434684958647
2447,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Time Sharing,-0.42640622434057374
2449,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Written Comprehension,0.529952940380255
2450,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Deductive Reasoning,0.4302002992012578
2454,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Mathematical Reasoning,0.4715211744652451
2455,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Memorization,0.9877438845635367
2456,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Perceptual Speed,2.0277482368037707
2457,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Problem Sensitivity,0.11542985862747027
2458,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Selective Attention,0.6019286334994455
2460,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Speed of Closure,1.2134657746742048
2461,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Time Sharing,1.0324259509258522
2463,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Written Comprehension,-0.2684467032285235
2464,17-3024.01,Robotics Technicians,Deductive Reasoning,1.0437364802120603
2468,17-3024.01,Robotics Technicians,Mathematical Reasoning,0.4715211744652451
2469,17-3024.01,Robotics Technicians,Memorization,1.6981259036836285
2470,17-3024.01,Robotics Technicians,Perceptual Speed,1.1132595231367044
2471,17-3024.01,Robotics Technicians,Problem Sensitivity,0.632513122172024
2472,17-3024.01,Robotics Technicians,Selective Attention,1.5935977258724356
2474,17-3024.01,Robotics Technicians,Speed of Closure,1.3824317898250176
2475,17-3024.01,Robotics Technicians,Time Sharing,0.44807960562861276
2477,17-3024.01,Robotics Technicians,Written Comprehension,0.7431902428411552
2478,17-3025.00,Environmental Engineering Technologists and Technicians,Deductive Reasoning,0.6756755077396502
2482,17-3025.00,Environmental Engineering Technologists and Technicians,Mathematical Reasoning,0.8333456631839389
2483,17-3025.00,Environmental Engineering Technologists and Technicians,Memorization,0.9877438845635367
2484,17-3025.00,Environmental Engineering Technologists and Technicians,Perceptual Speed,0.4352578077844902
2485,17-3025.00,Environmental Engineering Technologists and Technicians,Problem Sensitivity,0.7562940823295278
2486,17-3025.00,Environmental Engineering Technologists and Technicians,Selective Attention,0.35440802804314736
2488,17-3025.00,Environmental Engineering Technologists and Technicians,Speed of Closure,0.7325625007834302
2489,17-3025.00,Environmental Engineering Technologists and Technicians,Time Sharing,0.8450012669957117
2491,17-3025.00,Environmental Engineering Technologists and Technicians,Written Comprehension,1.1636107918571257
2492,17-3026.00,Industrial Engineering Technologists and Technicians,Deductive Reasoning,0.79714777588236
2496,17-3026.00,Industrial Engineering Technologists and Technicians,Mathematical Reasoning,1.0249679124093594
2497,17-3026.00,Industrial Engineering Technologists and Technicians,Memorization,0.46699439888078076
2498,17-3026.00,Industrial Engineering Technologists and Technicians,Perceptual Speed,0.5914694030016401
2499,17-3026.00,Industrial Engineering Technologists and Technicians,Problem Sensitivity,0.632513122172024
2500,17-3026.00,Industrial Engineering Technologists and Technicians,Selective Attention,0.36392805132992756
2502,17-3026.00,Industrial Engineering Technologists and Technicians,Speed of Closure,0.5712234238165083
2503,17-3026.00,Industrial Engineering Technologists and Technicians,Time Sharing,0.6419578594047268
2505,17-3026.00,Industrial Engineering Technologists and Technicians,Written Comprehension,0.32276969382518483
2506,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Deductive Reasoning,0.9186200440250697
2510,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Mathematical Reasoning,1.0563260347649788
2511,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Memorization,0.8113816819000417
2512,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Perceptual Speed,1.2965911869679427
2513,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Problem Sensitivity,0.887731596723578
2514,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Selective Attention,2.145881128086316
2516,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Speed of Closure,1.0574971453042241
2517,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Time Sharing,0.25420135185249865
2519,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Written Comprehension,1.5293766695010196
2520,17-3027.00,Mechanical Engineering Technologists and Technicians,Deductive Reasoning,0.6579608019688389
2524,17-3027.00,Mechanical Engineering Technologists and Technicians,Mathematical Reasoning,1.154163376514514
2525,17-3027.00,Mechanical Engineering Technologists and Technicians,Memorization,0.9877438845635367
2526,17-3027.00,Mechanical Engineering Technologists and Technicians,Perceptual Speed,1.1132595231367044
2527,17-3027.00,Mechanical Engineering Technologists and Technicians,Problem Sensitivity,0.4942697817899326
2528,17-3027.00,Mechanical Engineering Technologists and Technicians,Selective Attention,1.3555971437029175
2530,17-3027.00,Mechanical Engineering Technologists and Technicians,Speed of Closure,0.25617220806655566
