,O*NET-SOC Code,Title,Element Name,activity_score
11836,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Performing for or Working Directly with the Public,0.3117138843057164
11837,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Processing Information,-0.42864499841709286
11838,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Providing Consultation and Advice to Others,-0.01904748579704372
11839,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Repairing and Maintaining Electronic Equipment,-0.7226583286310845
11840,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Repairing and Maintaining Mechanical Equipment,-0.7959625611815118
11841,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Resolving Conflicts and Negotiating with Others,-0.526357056288965
11842,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Scheduling Work and Activities,0.5365644434640141
11843,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Selling or Influencing Others,-0.5794739193736493
11844,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Staffing Organizational Units,-0.5831280659205529
11845,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Thinking Creatively,1.237042002408222
11846,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Training and Teaching Others,1.831580366883908
11847,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Updating and Using Relevant Knowledge,0.606401690443545
11848,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Working with Computers,0.861534824413488
11849,25-1112.00,"Law Teachers, Postsecondary",Analyzing Data or Information,0.9391489344725258
11850,25-1112.00,"Law Teachers, Postsecondary",Assisting and Caring for Others,-0.26460914501762944
11851,25-1112.00,"Law Teachers, Postsecondary",Coaching and Developing Others,2.8341694861817452
11852,25-1112.00,"Law Teachers, Postsecondary",Communicating with People Outside the Organization,0.23955162414599712
11853,25-1112.00,"Law Teachers, Postsecondary","Communicating with Supervisors, Peers, or Subordinates",0.010594103124417959
11854,25-1112.00,"Law Teachers, Postsecondary",Controlling Machines and Processes,-1.1238452305905255
11855,25-1112.00,"Law Teachers, Postsecondary",Coordinating the Work and Activities of Others,-0.8826936181177187
11856,25-1112.00,"Law Teachers, Postsecondary",Developing Objectives and Strategies,0.4813832399106968
11857,25-1112.00,"Law Teachers, Postsecondary",Developing and Building Teams,-0.5340641013314441
11858,25-1112.00,"Law Teachers, Postsecondary",Documenting/Recording Information,0.1318279004617289
11859,25-1112.00,"Law Teachers, Postsecondary","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.7894717918159181
11860,25-1112.00,"Law Teachers, Postsecondary",Establishing and Maintaining Interpersonal Relationships,0.2812266967317341
11861,25-1112.00,"Law Teachers, Postsecondary","Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.9811073228252236
11862,25-1112.00,"Law Teachers, Postsecondary",Evaluating Information to Determine Compliance with Standards,0.2308751024727263
11863,25-1112.00,"Law Teachers, Postsecondary",Getting Information,1.9005795574449387
11864,25-1112.00,"Law Teachers, Postsecondary","Guiding, Directing, and Motivating Subordinates",-0.7181597693721454
11865,25-1112.00,"Law Teachers, Postsecondary",Handling and Moving Objects,-1.4272236071530515
11866,25-1112.00,"Law Teachers, Postsecondary","Identifying Objects, Actions, and Events",0.34467055659299356
11867,25-1112.00,"Law Teachers, Postsecondary","Inspecting Equipment, Structures, or Materials",-1.6608433285250943
11868,25-1112.00,"Law Teachers, Postsecondary",Interpreting the Meaning of Information for Others,2.3576017368594773
11869,25-1112.00,"Law Teachers, Postsecondary","Judging the Qualities of Objects, Services, or People",0.6134886389642332
11870,25-1112.00,"Law Teachers, Postsecondary",Making Decisions and Solving Problems,-0.42896892335742753
11871,25-1112.00,"Law Teachers, Postsecondary","Monitoring Processes, Materials, or Surroundings",-1.0086117036033782
11872,25-1112.00,"Law Teachers, Postsecondary",Monitoring and Controlling Resources,-0.9303665238238317
11873,25-1112.00,"Law Teachers, Postsecondary","Operating Vehicles, Mechanized Devices, or Equipment",-0.9298542733301324
11874,25-1112.00,"Law Teachers, Postsecondary","Organizing, Planning, and Prioritizing Work",0.9004340241235124
11875,25-1112.00,"Law Teachers, Postsecondary",Performing Administrative Activities,-0.14751781457133434
11876,25-1112.00,"Law Teachers, Postsecondary",Performing General Physical Activities,-1.3510824512794422
11877,25-1112.00,"Law Teachers, Postsecondary",Performing for or Working Directly with the Public,-0.2497070457526203
11878,25-1112.00,"Law Teachers, Postsecondary",Processing Information,0.38579186685960026
11879,25-1112.00,"Law Teachers, Postsecondary",Providing Consultation and Advice to Others,0.5916200159345681
11880,25-1112.00,"Law Teachers, Postsecondary",Repairing and Maintaining Electronic Equipment,-0.903440292195782
11881,25-1112.00,"Law Teachers, Postsecondary",Repairing and Maintaining Mechanical Equipment,-0.9506380223488231
11882,25-1112.00,"Law Teachers, Postsecondary",Resolving Conflicts and Negotiating with Others,-0.851422794661932
11883,25-1112.00,"Law Teachers, Postsecondary",Scheduling Work and Activities,0.3159590682423303
11884,25-1112.00,"Law Teachers, Postsecondary",Selling or Influencing Others,-0.4456889487445003
11885,25-1112.00,"Law Teachers, Postsecondary",Staffing Organizational Units,-0.8079507796731487
11886,25-1112.00,"Law Teachers, Postsecondary",Thinking Creatively,1.6071770927219817
11887,25-1112.00,"Law Teachers, Postsecondary",Training and Teaching Others,3.426630338635461
11888,25-1112.00,"Law Teachers, Postsecondary",Updating and Using Relevant Knowledge,1.2359062492638877
11889,25-1112.00,"Law Teachers, Postsecondary",Working with Computers,-0.03776709505551526
11890,25-1113.00,"Social Work Teachers, Postsecondary",Analyzing Data or Information,0.4848970512337411
11891,25-1113.00,"Social Work Teachers, Postsecondary",Assisting and Caring for Others,0.028469425723809744
11892,25-1113.00,"Social Work Teachers, Postsecondary",Coaching and Developing Others,1.4810172665830106
11893,25-1113.00,"Social Work Teachers, Postsecondary",Communicating with People Outside the Organization,1.4151319869142454
11894,25-1113.00,"Social Work Teachers, Postsecondary","Communicating with Supervisors, Peers, or Subordinates",1.474990023697839
11895,25-1113.00,"Social Work Teachers, Postsecondary",Controlling Machines and Processes,-0.9722841595413251
11896,25-1113.00,"Social Work Teachers, Postsecondary",Coordinating the Work and Activities of Others,0.5424949201792917
11897,25-1113.00,"Social Work Teachers, Postsecondary",Developing Objectives and Strategies,1.4707237053776179
11898,25-1113.00,"Social Work Teachers, Postsecondary",Developing and Building Teams,0.4621566493905674
11899,25-1113.00,"Social Work Teachers, Postsecondary",Documenting/Recording Information,0.89408629571123
11900,25-1113.00,"Social Work Teachers, Postsecondary","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.729824114848945
11901,25-1113.00,"Social Work Teachers, Postsecondary",Establishing and Maintaining Interpersonal Relationships,1.269842129616452
11902,25-1113.00,"Social Work Teachers, Postsecondary","Estimating the Quantifiable Characteristics of Products, Events, or Information",-1.140349364458875
11903,25-1113.00,"Social Work Teachers, Postsecondary",Evaluating Information to Determine Compliance with Standards,0.18101704546742595
11904,25-1113.00,"Social Work Teachers, Postsecondary",Getting Information,0.5174828475963156
11905,25-1113.00,"Social Work Teachers, Postsecondary","Guiding, Directing, and Motivating Subordinates",0.06426668476662745
11906,25-1113.00,"Social Work Teachers, Postsecondary",Handling and Moving Objects,-1.2885393982074922
11907,25-1113.00,"Social Work Teachers, Postsecondary","Identifying Objects, Actions, and Events",-0.3218560692851342
11908,25-1113.00,"Social Work Teachers, Postsecondary","Inspecting Equipment, Structures, or Materials",-1.4817333189606952
11909,25-1113.00,"Social Work Teachers, Postsecondary",Interpreting the Meaning of Information for Others,2.006779699785797
11910,25-1113.00,"Social Work Teachers, Postsecondary","Judging the Qualities of Objects, Services, or People",0.6392488098898762
11911,25-1113.00,"Social Work Teachers, Postsecondary",Making Decisions and Solving Problems,0.3380085425749321
11912,25-1113.00,"Social Work Teachers, Postsecondary","Monitoring Processes, Materials, or Surroundings",-0.03692170275202175
11913,25-1113.00,"Social Work Teachers, Postsecondary",Monitoring and Controlling Resources,-0.9268311462435653
11914,25-1113.00,"Social Work Teachers, Postsecondary","Operating Vehicles, Mechanized Devices, or Equipment",-0.9154243594255761
11915,25-1113.00,"Social Work Teachers, Postsecondary","Organizing, Planning, and Prioritizing Work",2.309400689342161
11916,25-1113.00,"Social Work Teachers, Postsecondary",Performing Administrative Activities,0.5781593588944005
11917,25-1113.00,"Social Work Teachers, Postsecondary",Performing General Physical Activities,-1.1081801366851418
11918,25-1113.00,"Social Work Teachers, Postsecondary",Performing for or Working Directly with the Public,-0.07650840652936225
11919,25-1113.00,"Social Work Teachers, Postsecondary",Processing Information,-0.05357711519511592
11920,25-1113.00,"Social Work Teachers, Postsecondary",Providing Consultation and Advice to Others,0.8293519957004093
11921,25-1113.00,"Social Work Teachers, Postsecondary",Repairing and Maintaining Electronic Equipment,-0.9555962925000105
11922,25-1113.00,"Social Work Teachers, Postsecondary",Repairing and Maintaining Mechanical Equipment,-0.9414905488389284
11923,25-1113.00,"Social Work Teachers, Postsecondary",Resolving Conflicts and Negotiating with Others,1.300380001248095
11924,25-1113.00,"Social Work Teachers, Postsecondary",Scheduling Work and Activities,1.6080575478618708
11925,25-1113.00,"Social Work Teachers, Postsecondary",Selling or Influencing Others,0.03721936847203987
11926,25-1113.00,"Social Work Teachers, Postsecondary",Staffing Organizational Units,-0.33362968846340396
11927,25-1113.00,"Social Work Teachers, Postsecondary",Thinking Creatively,1.3060133090173895
11928,25-1113.00,"Social Work Teachers, Postsecondary",Training and Teaching Others,2.3943718190067735
11929,25-1113.00,"Social Work Teachers, Postsecondary",Updating and Using Relevant Knowledge,1.602374539215605
11930,25-1113.00,"Social Work Teachers, Postsecondary",Working with Computers,0.6810364680663976
11931,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Analyzing Data or Information,-0.5488251175863255
11932,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Assisting and Caring for Others,0.2774995832320355
11933,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Coaching and Developing Others,2.968517657060339
11934,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Communicating with People Outside the Organization,1.1137910170001684
11935,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Communicating with Supervisors, Peers, or Subordinates",2.4100611603922717
11936,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Controlling Machines and Processes,0.026014221578840997
11937,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Coordinating the Work and Activities of Others,0.7722385432563962
11938,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Developing Objectives and Strategies,1.1124544199950508
11939,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Developing and Building Teams,0.4254447352585816
11940,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Documenting/Recording Information,-0.22391949677522005
11941,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.09330247260239273
11942,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Establishing and Maintaining Interpersonal Relationships,1.7656260377739166
11943,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.7486864162941856
11944,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Evaluating Information to Determine Compliance with Standards,-1.2924596587356225
11945,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Getting Information,-0.2546359372046828
11946,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Guiding, Directing, and Motivating Subordinates",1.8132703610850012
11947,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Handling and Moving Objects,0.11809466843567647
11948,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Identifying Objects, Actions, and Events",-0.3170249485252707
11949,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Inspecting Equipment, Structures, or Materials",-0.9547778944310585
11950,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Interpreting the Meaning of Information for Others,0.6161258459585528
11951,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Judging the Qualities of Objects, Services, or People",0.8060861669004866
11952,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Making Decisions and Solving Problems,0.6852778229895334
11953,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Monitoring Processes, Materials, or Surroundings",-0.597889217758785
11954,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Monitoring and Controlling Resources,0.09373856544764846
11955,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Operating Vehicles, Mechanized Devices, or Equipment",-0.46202127516136166
11956,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Organizing, Planning, and Prioritizing Work",1.3354242569573702
11957,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Performing Administrative Activities,0.9286027293712767
11958,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Performing General Physical Activities,0.27744682641413265
11959,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Performing for or Working Directly with the Public,0.7484769621651051
11960,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Processing Information,-1.0563102885019011
11961,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Providing Consultation and Advice to Others,1.6621552928011196
11962,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Repairing and Maintaining Electronic Equipment,-0.7796176117669167
11963,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Repairing and Maintaining Mechanical Equipment,-0.42534019810061274
11964,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Resolving Conflicts and Negotiating with Others,0.6764331788101896
11965,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Scheduling Work and Activities,1.6442646070697062
11966,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Selling or Influencing Others,0.9187003918505136
11967,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Staffing Organizational Units,0.5919818744985025
11968,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Thinking Creatively,2.686799208053134
11969,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Training and Teaching Others,2.6613229657020345
11970,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Updating and Using Relevant Knowledge,0.5718105259149305
11971,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Working with Computers,0.27381865113135084
11972,25-1122.00,"Communications Teachers, Postsecondary",Analyzing Data or Information,-0.03484725680840121
11973,25-1122.00,"Communications Teachers, Postsecondary",Assisting and Caring for Others,-0.00986849466733833
11974,25-1122.00,"Communications Teachers, Postsecondary",Coaching and Developing Others,2.207064832523871
11975,25-1122.00,"Communications Teachers, Postsecondary",Communicating with People Outside the Organization,0.26671368620721814
11976,25-1122.00,"Communications Teachers, Postsecondary","Communicating with Supervisors, Peers, or Subordinates",0.8751338687928828
11977,25-1122.00,"Communications Teachers, Postsecondary",Controlling Machines and Processes,-0.8174421847343174
11978,25-1122.00,"Communications Teachers, Postsecondary",Coordinating the Work and Activities of Others,0.1394815574448271
11979,25-1122.00,"Communications Teachers, Postsecondary",Developing Objectives and Strategies,1.1526429769001822
11980,25-1122.00,"Communications Teachers, Postsecondary",Developing and Building Teams,0.16649741630816856
11981,25-1122.00,"Communications Teachers, Postsecondary",Documenting/Recording Information,0.9406006526051681
11982,25-1122.00,"Communications Teachers, Postsecondary","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.8294167520360115
11983,25-1122.00,"Communications Teachers, Postsecondary",Establishing and Maintaining Interpersonal Relationships,0.8757186242392996
11984,25-1122.00,"Communications Teachers, Postsecondary","Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.49175511966340424
11985,25-1122.00,"Communications Teachers, Postsecondary",Evaluating Information to Determine Compliance with Standards,-0.23569830617983656
11986,25-1122.00,"Communications Teachers, Postsecondary",Getting Information,0.2470198830858517
11987,25-1122.00,"Communications Teachers, Postsecondary","Guiding, Directing, and Motivating Subordinates",0.1612322341254091
11988,25-1122.00,"Communications Teachers, Postsecondary",Handling and Moving Objects,-1.0553743387804346
11989,25-1122.00,"Communications Teachers, Postsecondary","Identifying Objects, Actions, and Events",0.8907552414404516
11990,25-1122.00,"Communications Teachers, Postsecondary","Inspecting Equipment, Structures, or Materials",-1.0999715797804852
11991,25-1122.00,"Communications Teachers, Postsecondary",Interpreting the Meaning of Information for Others,0.8821719399912243
11992,25-1122.00,"Communications Teachers, Postsecondary","Judging the Qualities of Objects, Services, or People",1.8101290789944986
11993,25-1122.00,"Communications Teachers, Postsecondary",Making Decisions and Solving Problems,0.8119953595998262
11994,25-1122.00,"Communications Teachers, Postsecondary","Monitoring Processes, Materials, or Surroundings",0.024346292373966932
11995,25-1122.00,"Communications Teachers, Postsecondary",Monitoring and Controlling Resources,-0.9531180013131658
11996,25-1122.00,"Communications Teachers, Postsecondary","Operating Vehicles, Mechanized Devices, or Equipment",-0.9020577023350398
11997,25-1122.00,"Communications Teachers, Postsecondary","Organizing, Planning, and Prioritizing Work",0.5381750845801685
11998,25-1122.00,"Communications Teachers, Postsecondary",Performing Administrative Activities,0.2986396099087627
11999,25-1122.00,"Communications Teachers, Postsecondary",Performing General Physical Activities,-1.0803599536998498
12000,25-1122.00,"Communications Teachers, Postsecondary",Performing for or Working Directly with the Public,0.8471334745132594
12001,25-1122.00,"Communications Teachers, Postsecondary",Processing Information,-0.1759328267169774
12002,25-1122.00,"Communications Teachers, Postsecondary",Providing Consultation and Advice to Others,0.8048044801182123
12003,25-1122.00,"Communications Teachers, Postsecondary",Repairing and Maintaining Electronic Equipment,-0.4977966810276869
12004,25-1122.00,"Communications Teachers, Postsecondary",Repairing and Maintaining Mechanical Equipment,-0.9312786420478821
12005,25-1122.00,"Communications Teachers, Postsecondary",Resolving Conflicts and Negotiating with Others,0.38906785894354606
12006,25-1122.00,"Communications Teachers, Postsecondary",Scheduling Work and Activities,0.46819031657635923
12007,25-1122.00,"Communications Teachers, Postsecondary",Selling or Influencing Others,0.5231055152541676
12008,25-1122.00,"Communications Teachers, Postsecondary",Staffing Organizational Units,-0.4821821689473808
12009,25-1122.00,"Communications Teachers, Postsecondary",Thinking Creatively,1.4246079143722032
12010,25-1122.00,"Communications Teachers, Postsecondary",Training and Teaching Others,1.4996833273566577
12011,25-1122.00,"Communications Teachers, Postsecondary",Updating and Using Relevant Knowledge,0.8326613707659527
12012,25-1122.00,"Communications Teachers, Postsecondary",Working with Computers,0.4401061710814055
12013,25-1123.00,"English Language and Literature Teachers, Postsecondary",Analyzing Data or Information,0.8563139195220321
12014,25-1123.00,"English Language and Literature Teachers, Postsecondary",Assisting and Caring for Others,0.06513023535308882
12015,25-1123.00,"English Language and Literature Teachers, Postsecondary",Coaching and Developing Others,2.1709602601298164
12016,25-1123.00,"English Language and Literature Teachers, Postsecondary",Communicating with People Outside the Organization,0.095529527635339
12017,25-1123.00,"English Language and Literature Teachers, Postsecondary","Communicating with Supervisors, Peers, or Subordinates",1.3834944545450207
12018,25-1123.00,"English Language and Literature Teachers, Postsecondary",Controlling Machines and Processes,-0.8974350670327123
12019,25-1123.00,"English Language and Literature Teachers, Postsecondary",Coordinating the Work and Activities of Others,0.6687207097771487
12020,25-1123.00,"English Language and Literature Teachers, Postsecondary",Developing Objectives and Strategies,1.936566140269783
12021,25-1123.00,"English Language and Literature Teachers, Postsecondary",Developing and Building Teams,0.4634287339531953
12022,25-1123.00,"English Language and Literature Teachers, Postsecondary",Documenting/Recording Information,0.7813501833446054
12023,25-1123.00,"English Language and Literature Teachers, Postsecondary","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.9475531226319059
12024,25-1123.00,"English Language and Literature Teachers, Postsecondary",Establishing and Maintaining Interpersonal Relationships,1.7045510658809229
12025,25-1123.00,"English Language and Literature Teachers, Postsecondary","Estimating the Quantifiable Characteristics of Products, Events, or Information",-1.6125392616165615
12026,25-1123.00,"English Language and Literature Teachers, Postsecondary",Evaluating Information to Determine Compliance with Standards,-1.2641665725645181
12027,25-1123.00,"English Language and Literature Teachers, Postsecondary",Getting Information,0.4698211942135384
12028,25-1123.00,"English Language and Literature Teachers, Postsecondary","Guiding, Directing, and Motivating Subordinates",0.42703512540566924
12029,25-1123.00,"English Language and Literature Teachers, Postsecondary",Handling and Moving Objects,-1.2336680236706956
12030,25-1123.00,"English Language and Literature Teachers, Postsecondary","Identifying Objects, Actions, and Events",-0.08168635290134135
12031,25-1123.00,"English Language and Literature Teachers, Postsecondary","Inspecting Equipment, Structures, or Materials",-1.229510275160426
12032,25-1123.00,"English Language and Literature Teachers, Postsecondary",Interpreting the Meaning of Information for Others,2.54125702141682
12033,25-1123.00,"English Language and Literature Teachers, Postsecondary","Judging the Qualities of Objects, Services, or People",2.7082131630232675
12034,25-1123.00,"English Language and Literature Teachers, Postsecondary",Making Decisions and Solving Problems,1.3445986872499351
12035,25-1123.00,"English Language and Literature Teachers, Postsecondary","Monitoring Processes, Materials, or Surroundings",-0.679496605082562
12036,25-1123.00,"English Language and Literature Teachers, Postsecondary",Monitoring and Controlling Resources,-0.4874823187856862
12037,25-1123.00,"English Language and Literature Teachers, Postsecondary","Operating Vehicles, Mechanized Devices, or Equipment",-0.9980883574425545
12038,25-1123.00,"English Language and Literature Teachers, Postsecondary","Organizing, Planning, and Prioritizing Work",1.5131497504715534
12039,25-1123.00,"English Language and Literature Teachers, Postsecondary",Performing Administrative Activities,0.9576851667552496
12040,25-1123.00,"English Language and Literature Teachers, Postsecondary",Performing General Physical Activities,-1.1322753188911694
12041,25-1123.00,"English Language and Literature Teachers, Postsecondary",Performing for or Working Directly with the Public,0.07114948800617348
12042,25-1123.00,"English Language and Literature Teachers, Postsecondary",Processing Information,-0.035362296020415955
12043,25-1123.00,"English Language and Literature Teachers, Postsecondary",Providing Consultation and Advice to Others,0.6370722763302399
12044,25-1123.00,"English Language and Literature Teachers, Postsecondary",Repairing and Maintaining Electronic Equipment,-0.784208359959954
12045,25-1123.00,"English Language and Literature Teachers, Postsecondary",Repairing and Maintaining Mechanical Equipment,-0.9321102305487816
12046,25-1123.00,"English Language and Literature Teachers, Postsecondary",Resolving Conflicts and Negotiating with Others,0.7358529553027539
12047,25-1123.00,"English Language and Literature Teachers, Postsecondary",Scheduling Work and Activities,2.2661175732954706
12048,25-1123.00,"English Language and Literature Teachers, Postsecondary",Selling or Influencing Others,0.41690350607561
12049,25-1123.00,"English Language and Literature Teachers, Postsecondary",Staffing Organizational Units,0.26980245122066965
12050,25-1123.00,"English Language and Literature Teachers, Postsecondary",Thinking Creatively,1.931030961855005
12051,25-1123.00,"English Language and Literature Teachers, Postsecondary",Training and Teaching Others,2.6909234105395297
12052,25-1123.00,"English Language and Literature Teachers, Postsecondary",Updating and Using Relevant Knowledge,0.3800395683703112
12053,25-1123.00,"English Language and Literature Teachers, Postsecondary",Working with Computers,0.22463097498268728
12054,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Analyzing Data or Information,0.23154819068031637
12055,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Assisting and Caring for Others,-0.22818396252018314
12056,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Coaching and Developing Others,0.9149327369381083
12057,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Communicating with People Outside the Organization,-0.44502709117604616
12058,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Communicating with Supervisors, Peers, or Subordinates",-0.7318737679855682
12059,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Controlling Machines and Processes,-0.9957231584212509
12060,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Coordinating the Work and Activities of Others,-1.098990071649725
12061,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Developing Objectives and Strategies,0.6683482883523924
12062,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Developing and Building Teams,-0.9879081656402954
12063,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Documenting/Recording Information,-0.6419017046082318
12064,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.9561855502532567
12065,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Establishing and Maintaining Interpersonal Relationships,-0.4189605575774353
12066,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Estimating the Quantifiable Characteristics of Products, Events, or Information",-1.707863037487022
12067,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Evaluating Information to Determine Compliance with Standards,-1.6453356963624484
12068,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Getting Information,0.6098285094852193
12069,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Guiding, Directing, and Motivating Subordinates",-1.3819753606424705
12070,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Handling and Moving Objects,-1.4212515598778839
12071,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Identifying Objects, Actions, and Events",-0.8906680265768169
12072,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Inspecting Equipment, Structures, or Materials",-1.5629192507267748
12073,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Interpreting the Meaning of Information for Others,1.238662990177535
12074,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Judging the Qualities of Objects, Services, or People",0.9989855718397751
12075,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Making Decisions and Solving Problems,-0.12393882181292364
12076,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Monitoring Processes, Materials, or Surroundings",-0.9239856756770634
12077,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Monitoring and Controlling Resources,-1.5959795164187658
12078,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Operating Vehicles, Mechanized Devices, or Equipment",-0.9980039719811242
12079,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Organizing, Planning, and Prioritizing Work",0.7003481000616003
12080,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Performing Administrative Activities,0.08781539245349344
12081,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Performing General Physical Activities,-1.2765384396219628
12082,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Performing for or Working Directly with the Public,-0.06796510914981586
12083,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Processing Information,-0.7132126099519903
12084,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Providing Consultation and Advice to Others,0.07939885186220699
12085,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Repairing and Maintaining Electronic Equipment,-0.9042691772861915
12086,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Repairing and Maintaining Mechanical Equipment,-0.9739890274540816
12087,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Resolving Conflicts and Negotiating with Others,-1.3335572896170893
12088,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Scheduling Work and Activities,-0.3470799737771478
12089,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Selling or Influencing Others,-0.6865018958769685
12090,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Staffing Organizational Units,0.12449020940496745
12091,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Thinking Creatively,1.413336593957214
12092,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Training and Teaching Others,2.467251287627001
12093,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Updating and Using Relevant Knowledge,-0.02846398666997973
12094,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Working with Computers,-0.16635044301612728
